NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
WASP-79 b,0.0534741,3.6623817,0,90,Transit,0.887514,2.8784,1.7,1.64
Kepler-107 b,0.0423212,3.179997,,90,Transit,0.0116666,,0.139174,1.411
Kepler-109 c,0.151991,21.2227,0,,,0.0199023,,0.224819,1.32
HIP 57274 c,0.177758,32.03,0.05,356.2,RV,0.410096,,,0.68
Kepler-30 d,0.534239,143.343,0.022,197,Transit,0.0726872,,0.784384,0.95
Kepler-158 c,0.18282,28.551383,,90,Transit,0.0139923,,0.169507,0.624
HD 93083 b,0.476549,143.58,0.14,333.5,RV,0.368176,0,,1.14863
HD 31253 b,1.26054,466,0.3,244,RV,0.501427,,,1.64612
Kepler-357 c,0.128672,16.85837,,90,Transit,0.0218083,,0.238201,0.834
HD 89744 b,0.902604,256.78,0.673,195.1,RV,8.18778,0,,2.02329
HD 183263 c,4.29488,3066,0.23873,344.598,RV,3.47646,0,,1.11717
WASP-42 b,0.0547344,4.9816877,0,90,Transit,0.496968,3.03986,1.063,0.85
Kepler-53 d,0.0893308,9.751962,,90,Transit,0.0157841,,0.189134,0.958
Kepler-48 b,0.0532027,4.778,0,,Transit,0.0123966,,0.17133,0.89
HD 192310 c,1.18358,525.8,0.32,110,RV,0.0736073,,,0.847025
HD 1690 b,1.36191,533,0.64,122,RV,6.52644,,,21.1524
HAT-P-41 b,0.0425775,2.694047,0,90,Transit,0.800254,2.84692,1.685,1.683
Kepler-42 c,0.00585017,0.45328509,,,Transit,0.000954523,,0.0650682,0.17
HD 28185 b,1.02341,379,0.05,44,RV,5.79721,0,,1.00685
HIP 97233 b,2.5395,1058.8,0.61,249.3,RV,19.8471,,,5.34
HD 23127 b,2.31864,1214,0.44,190,RV,1.40487,0,,1.51172
HD 154672 b,0.598618,163.94,0.61,265,RV,5.00638,0,,1.31501
Kepler-275 d,0.212092,35.676062,,90,Transit,0.0333072,,0.297083,1.383
Kepler-52 b,0.0630945,7.8773565,,,Transit,0.015593,,0.187182,0.52
OGLE-TR-10 b,0.0434856,3.10129,0,90,Transit,0.62,2.99771,1.25,1.17
Kepler-370 b,0.0539702,4.57953,,90,Transit,0.011856,,0.14185,0.9
gamma Leo A b,1.29554,428.5,0.144,206.7,RV,10.3722,,,27.4346
NN Ser c,6.15467,5571,0.22,39,Timing,2.24099,,,
HAT-P-2 b,0.0679088,5.6334729,0.5171,185.22,Transit,8.87065,4.29423,1.157,1.506
HAT-P-24 b,0.0465021,3.35524,0.067,197,Transit,0.685857,3.04337,1.242,1.317
HD 11506 b,2.60488,1405,0.3,262,RV,4.7347,0,,1.26275
tau Boo b,0.0480039,3.312433,0.023,90,RV,5.95,0,,1.41847
Kepler-422 b,0.0812822,7.8914483,0.016,,Transit,1,,1.15,1.24
Kepler-124 c,0.112713,13.821375,,90,Transit,0.0129124,,0.156125,0.636
Kepler-184 c,0.145651,20.303005,,90,Transit,0.0145328,,0.175752,0.873
XO-2S c,0.47557,120.8,0.1528,264.5,RV,1.371,,,1.02
HD 34445 b,2.06642,1049,0.27,104,RV,0.790506,0,,1.39357
Kepler-318 b,0.0546218,4.662715,,90,Transit,0.0733215,,0.420198,1.189
OGLE-2007-BLG-368L b,,,,,Microlensing,0.0629,,,
KELT-7 b,0.0441609,2.7347749,0,90,Transit,1.28,3.12912,1.533,1.732
HD 125612 b,1.3728,559.40487,0.45899,41.4902,RV,3.06805,0,,1.0426
Kepler-20 f,0.137859,19.57706,0,,Transit,0.00323095,4.40565,0.0918085,0.944
Kepler-198 b,0.13337,17.790037,,90,Transit,0.0239491,,0.251584,0.94
42 Dra b,1.16693,479.1,0.38,218.7,RV,3.73203,0,,22.04
Kepler-216 b,0.0762713,7.693641,,90,Transit,0.0179955,,0.209653,1.26
Kepler-292 d,0.0719945,7.055679,,90,Transit,0.0167934,,0.198947,0.826
Kepler-53 b,0.136705,18.6489525,,,Transit,0.0249941,,0.257599,0.89
Kepler-11 b,0.0914497,10.3039,0.045,45,Transit,0.00597804,,0.1604,1.065
HD 153950 b,1.28031,499.4,0.34,308.2,RV,2.74209,0,,1.15135
Kepler-69 b,0.104565,13.722341,0.16,,Transit,0.0168702,,0.199661,0.93
Kepler-27 c,0.168484,31.3309,0,90,Transit,0.0793989,,0.436759,0.59
HD 16141 b,0.355656,75.523,0.252,42,RV,0.249652,0,,2.05
Kepler-221 c,0.0623799,5.690586,,90,Transit,0.0256819,,0.261397,0.821
WASP-97 b,0.0330527,2.07276,0,90,Transit,1.32,3.41352,1.13,1.06
Kepler-7 b,0.0622369,4.885525,0,90,Transit,0.437758,2.69807,1.478,1.843
HIP 91258 b,0.0566534,5.0505,0.024,276,RV,1.068,,,1
WASP-24 b,0.0365155,2.3412127,0,90,Transit,1.091,3.20586,1.3,1.331
HAT-P-29 b,0.0666842,5.723186,0.095,169,Transit,0.779004,3.20167,1.107,1.224
Kepler-38 b,0.429659,105.595,0,,Transit,0.0621296,,0.387735,1.757
HD 204313 d,3.94498,2831.6,0.28,247,RV,1.60642,,,
PSR B1257+12 B,0.321369,66.5419,0.0186,250.4,Timing,0.0135305,,,
Kepler-147 b,0.10603,12.610584,,90,Transit,0.0125754,,0.136497,1.468
HD 50554 b,2.26097,1224,0.444,7.4,RV,4.39876,0,,1.25271
HD 11964 c,0.226601,37.910254,0.301733,101.941,RV,0.0770689,0,,1.76025
Kepler-79 d,0.272969,52.09059,0.025,55.01,Transit,0.0189,,0.653,1.403
Kepler-344 c,0.490824,125.596809,,90,Transit,0.0260126,,0.263181,0.976
HD 13189 b,1.25186,471.6,0.27,160.7,RV,7.12332,,,32.3233
HD 60532 b,0.759258,201.3,0.28,351.9,RV,1.0348,0,,2.35065
HAT-P-11 b,0.0525443,4.8878162,0.198,355.2,Transit,0.0825354,3.06549,0.422,0.75
Kepler-406 b,0.0361437,2.42629,0,90,Transit,0.0199792,,0.127576,1.07
Kepler-171 b,0.0506781,4.166972,,90,Transit,0.0178911,,0.208761,0.839
Kepler-330 b,0.0799685,8.25978,,90,Transit,0.00829825,,0.120439,0.722
HD 104067 b,0.264333,55.806,0,90,RV,0.185935,,,0.858425
Kepler-229 b,0.0664249,6.252972,,90,Transit,0.0165098,,0.196271,0.728
Kepler-144 c,0.0914719,10.104665,,90,Transit,0.00829825,,0.120439,1.235
HD 20794 b,0.120738,18.315,0,0,RV,0.00848679,,,1.22683
Kepler-94 b,0.033677,2.50806,0,,Transit,0.0341063,,0.313113,0.76
Kepler-115 c,0.0846204,8.990889,,90,Transit,0.0208911,,0.231956,1.205
Kepler-320 c,0.134093,17.934937,,90,Transit,0.00871939,,0.122223,1.108
HD 195019 b,0.136688,18.20132,0.0138,231,RV,3.57989,0,,1.34728
Kepler-274 c,0.202153,33.197861,,90,Transit,0.0135483,,0.164154,1.007
GJ 832 b,3.56153,3657,0.08,246,RV,0.684002,0,,
Kepler-26 e,0.254259,46.827915,,90,Transit,0.0186399,,0.215006,0.571
GJ 667 C b,0.0504277,7.1999,0.15,12,RV,0.0174951,,,
Kepler-254 d,0.138108,18.746477,,90,Transit,0.0196646,,0.223035,0.91
CoRoT-19 b,0.0516604,3.89713,0.047,,Transit,1.10792,3.23854,1.29,1.65
Kepler-264 b,0.231966,40.806231,,90,Transit,0.0333072,,0.297083,1.55
Kepler-122 c,0.105218,12.465988,,90,Transit,0.115399,,0.523686,1.216
Kepler-142 b,0.0313162,2.024152,,90,Transit,0.014692,,0.177536,1.269
alpha Ari b,1.1296,380,0.25,89.16,RV,1.71662,,,13.7883
Kepler-240 c,0.0779794,7.953528,,90,Transit,0.0165098,,0.196271,0.739
61 Vir b,0.05006,4.215,0.12,105,RV,0.016075,,,0.978547
Kepler-298 b,0.0936962,10.475464,,90,Transit,0.014454,,0.174859,0.582
HD 210702 b,1.17218,354.29,0.036,282.3,RV,1.86459,0,,5.17
Kepler-363 d,0.102192,11.932125,,90,Transit,0.0151834,,0.182889,1.485
HAT-P-4 b,0.0443853,3.056536,0,90,Transit,0.671507,3.01321,1.274,1.596
HAT-P-21 b,0.0494951,4.124481,0.228,309,Transit,4.07833,3.98816,1.024,1.105
Kepler-215 d,0.192566,30.864423,,90,Transit,0.0184218,,0.213222,1.027
Kepler-232 c,0.0990113,11.379349,,90,Transit,0.0463015,,0.34169,0.968
Kepler-346 b,0.0682408,6.511127,,90,Transit,0.0216742,,0.237309,1.021
Kepler-330 c,0.124035,15.955387,,90,Transit,0.0143757,,0.173967,0.722
alpha Cen B b,0.0418506,3.2357,0,0,RV,0.00354639,,,0.91
mu Ara b,1.5273,643.25,0.128,22,RV,1.74552,0,,1.25035
TYC 1422-614-1 c,1.39588,559.3,0.048,130,RV,10,,,6.85
WASP-45 b,0.0405459,3.1260876,0,90,Transit,1.00657,3.29719,1.16,0.945
Kepler-428 b,0.0432987,3.52563254,0,,Transit,1.27,3.43904,1.08,0.8
HD 73526 c,1.02831,377.8,0.14,13,RV,2.4209,0,,1.45542
HD 108341 b,2.00715,1129,0.85,190,RV,3.4773,,,0.79
Kepler-382 c,0.103505,12.162701,,90,Transit,0.011856,,0.14185,0.945
Kepler-333 c,0.163234,24.08821,,90,Transit,0.00422638,,0.0990276,0.534
Kepler-17 b,0.0267923,1.4857108,0,90,Transit,2.47943,3.54189,1.33,1.05
14 Her b,2.93362,1773.4,0.369,22.6,RV,5.21486,0,,0.912364
HAT-P-33 b,0.0499317,3.474474,0,0,Transit,0.763256,2.82545,1.686,1.637
Kepler-166 c,0.206443,34.260281,,90,Transit,0.0183139,,0.212329,0.742
OGLE-05-169L b,3.41991,3300,,,Microlensing,0.04,,,
HIP 79431 b,0.358346,111.7,0.29,287.4,RV,2.11299,,,
HD 171238 b,2.54268,1523,0.4,47,RV,2.60901,0,,1.05059
Kepler-272 c,0.0650321,6.057342,,90,Transit,0.0131908,,0.159693,0.929
Kepler-157 c,0.111181,13.5405,,90,Transit,0.0168894,,0.199839,1.044
HIP 5158 b,0.887919,345.72,0.52,252,RV,1.42633,,,0.986271
Kepler-308 c,0.121047,15.38231,,90,Transit,0.0161415,,0.192702,0.941
WASP-46 b,0.0244921,1.43037,0,90,Transit,2.10232,3.48436,1.31,0.917
Kepler-157 b,0.028229,1.732342,,90,Transit,0.00769114,,0.117763,1.044
GJ 849 b,2.35317,1882,0.04,355,RV,0.830886,0,,
WASP-84 b,0.0771322,8.5234865,0,90,Transit,0.69431,3.28881,0.942,0.748
Kepler-52 d,0.215129,36.445171,,90,Transit,0.0143757,,0.173967,0.556
Kepler-197 c,0.0929448,10.349695,,90,Transit,0.00604207,,0.109733,1.12
Kepler-163 b,0.0770446,7.810937,,90,Transit,0.00347154,,0.0936747,0.917
Kepler-121 c,0.23273,41.008011,,90,Transit,0.0171819,,0.202516,0.701
Kepler-191 b,0.0904732,9.939632,,90,Transit,0.00809262,,0.119547,0.789
Kepler-123 b,0.130568,17.232366,,90,Transit,0.0258466,,0.262289,1.264
Kepler-320 b,0.0806883,8.371554,,90,Transit,0.00464108,,0.101704,1.108
HAT-P-1 b,0.0553326,4.4652934,0,90,Transit,0.532369,2.93453,1.242,1.135
Kepler-186 f,0.392576,129.9459,0.01,270,Transit,0.00421308,,0.098939,0.472
Kepler-201 b,0.170313,25.672083,,90,Transit,0.0192003,,0.219467,1.229
OGLE2-TR-L9 b,0.0413279,2.4855335,0,90,Transit,4.57442,3.64018,1.61,1.53
Kepler-54 b,0.0626016,8.0109434,,,Transit,0.015593,,0.187182,0.5
Kepler-355 c,0.170712,25.762294,,90,Transit,0.0223552,,0.24177,1.066
Kepler-375 c,0.144132,19.986326,,90,Transit,0.0215411,,0.236417,0.837
Kepler-137 b,0.0811044,8.436387,,90,Transit,0.0110268,,0.131145,0.802
Kepler-85 d,0.133985,17.91323,,90,Transit,0.00554835,,0.107057,0.893
Kepler-224 c,0.0640814,5.925003,,90,Transit,0.0290307,,0.278348,0.676
GJ 3341 b,0.0892579,14.207,0.31,42.32,RV,0.0208212,,,0.439
WASP-22 b,0.0468682,3.53269,0.023,27,Transit,0.559059,3.04412,1.12,1.13
WASP-2 b,0.0312729,2.1522254,0,90,Transit,0.908659,3.27394,1.077,0.84
Kepler-392 b,0.0598046,5.341853,,90,Transit,0.00291583,,0.089214,1.129
Kepler-247 c,0.087412,9.439452,,90,Transit,0.0548224,,0.364885,0.768
HD 164922 b,2.10091,1155,0.05,195,RV,0.357927,0,,0.899472
Kepler-271 b,0.0588746,5.217738,,90,Transit,0.00192504,,0.0794005,0.88
Kepler-30 c,0.300013,60.3231,0.0111,311,Transit,2.01385,,1.09635,0.95
Kepler-190 c,0.0473476,3.763024,,90,Transit,0.0107805,,0.130252,0.795
tau Gru b,2.51797,1311,0.07,100,RV,1.2147,0,,1.54911
WASP-34 b,0.0520747,4.3176782,0.038,319.8,Transit,0.583354,3.1481,1.22,0.93
Kepler-397 c,0.516293,135.498527,,90,Transit,0.100676,,0.551343,0.767
HD 96063 b,1.11312,361.1,0,90,RV,1.14167,,,3.66196
Kepler-423 b,0.038671,2.68432848,0.0102,,Transit,1,,1.2,0.99
HAT-P-22 b,0.0414094,3.21222,0.016,156,Transit,2.15137,3.6638,1.08,1.04
WASP-28 b,0.0446486,3.40883,0,90,Transit,0.907,3.18478,1.213,1.094
Kepler-221 b,0.0388408,2.795906,,90,Transit,0.0126401,,0.152556,0.821
CoRoT-7 b,0.0171898,0.85359163,0,90,Transit,0.014,3.14306,0.143989,0.87
HD 5608 b,1.98519,792.6,0.19,269,RV,1.47372,,,5.5
Kepler-172 e,0.209877,35.118736,,90,Transit,0.0230631,,0.246231,1.085
Kepler-178 b,0.0882572,9.576694,,90,Transit,0.025195,,0.258721,1.066
Kepler-147 c,0.203039,33.416423,,90,Transit,0.0188614,,0.21679,1.468
HATS-1 b,0.0444708,3.446459,0.12,123.417,Transit,1.86507,3.43832,1.302,1.038
Kepler-378 c,0.184331,28.906009,,90,Transit,0.00082692,,0.0624498,0.671
HD 80606 b,0.447343,111.4367,0.934,300.6,RV,3.89054,3.97926,1.029,0.98
Kepler-158 b,0.127912,16.709184,,90,Transit,0.0157841,,0.189134,0.624
Kepler-45 b,0.0298817,2.455239,0.11,230,Transit,0.511499,3.14227,0.96,0.55
Kepler-68 b,0.0617749,5.398763,0,90,Transit,0.026183,3.04447,0.205901,1.243
Kepler-308 b,0.0889821,9.694928,,90,Transit,0.0157841,,0.189134,0.941
WASP-78 b,0.0361391,2.17517656,0,90,Transit,0.883997,2.86854,1.7,2.2
Kepler-108 c,0.647542,190.323494,,90,Transit,0.224011,,0.729771,2.192
HD 86264 b,2.84117,1475,0.7,306,RV,6.62738,0,,1.49917
Kepler-266 c,0.443078,107.723601,,90,Transit,0.0481581,,0.347043,1.028
Kepler-239 c,0.287238,56.228098,,90,Transit,0.019783,,0.223927,0.763
HD 82943 c,0.742283,219.3,0.425,133,RV,1.58936,0,,1.09738
Kepler-205 c,0.145668,20.306546,,90,Transit,0.0121773,,0.146311,0.546
Kepler-319 b,0.0522529,4.362705,,90,Transit,0.0121124,,0.145419,0.903
Kepler-162 c,0.141525,19.446355,,90,Transit,0.0273861,,0.270319,0.958
Kepler-126 c,0.153051,21.869741,,90,Transit,0.0117926,,0.140958,1.358
HD 216536 b,0.608531,148.6,0.38,270,RV,1.48058,,,12.5
Kepler-384 c,0.248874,45.348269,,90,Transit,0.00450004,,0.100812,0.882
iota Hor b,0.92376,302.8,0.14,346,RV,2.04683,0,,1.21047
HD 37124 d,2.80658,1862,0.16,0,RV,0.68665,0,,0.772275
HD 192263 b,0.152945,24.3556,0.055,200,RV,0.639382,0,,0.7401
K2-3 c,0.139869,24.6454,,,Transit,0.0129801,,0.157,0.561
HD 204313 b,3.07131,1920.1,0.23,298,RV,3.50088,0,,1.12584
Kepler-212 c,0.196459,31.805174,,90,Transit,0.0227766,,0.244446,1.455
Kepler-53 c,0.221868,38.5583038,,,Transit,0.0299365,,0.282556,0.89
Kepler-321 b,0.0565776,4.915379,,90,Transit,0.0130508,,0.157909,1.194
Kepler-402 d,0.0841819,8.921099,,90,Transit,0.00893492,,0.123115,1.264
Kepler-339 d,0.0941898,10.558345,,90,Transit,0.00508144,,0.10438,0.802
Kepler-407 b,0.0149747,0.6693109,0,90,Transit,0,,0.095459,0.1
TrES-3 b,0.0227178,1.30619,0,90,Transit,1.91,3.44008,1.336,0.812
Kepler-188 b,0.0317043,2.061897,,90,Transit,0.0124398,,0.14988,1.141
HIP 14810 b,0.0692271,6.673859,0.142483,159.48,RV,3.87441,0,,1.31998
Kepler-10 c,0.239656,45.29485,,90,Transit,0.054117,,0.209653,1.056
HD 90156 b,0.249855,49.77,0.31,113,RV,0.0565295,,,0.920961
Kepler-259 c,0.217013,36.924931,,90,Transit,0.0222169,,0.240878,0.898
Kepler-444 b,0.0419153,3.6001053,0.16,,Transit,0.000134008,,0.0367,0.752
Kepler-304 d,0.0887283,9.653471,,90,Transit,0.0229193,,0.245339,0.687
Kepler-150 e,0.192408,30.826557,,90,Transit,0.0290307,,0.278348,0.939
Kepler-218 c,0.246495,44.699576,,90,Transit,0.029411,,0.280132,1.063
Pr 211 b,0.0320419,2.1451,0,90,RV,1.84394,,,0.868
Kepler-203 b,0.0421675,3.162697,,90,Transit,0.0205131,,0.22928,1.114
Kepler-6 b,0.0456089,3.234723,0,90,Transit,0.669376,2.97385,1.323,1.391
Kepler-244 d,0.14444,20.050401,,90,Transit,0.0175824,,0.206084,0.803
24 Sex c,2.24032,910,0.412,352,RV,1.51716,,,3.92062
Kepler-358 b,0.20564,34.060467,,90,Transit,0.0224946,,0.242662,0.954
Kepler-373 c,0.127997,16.725948,,90,Transit,0.00621274,,0.110625,0.845
HD 60532 c,1.57999,604,0.02,151,RV,2.46312,0,,2.35065
Kepler-299 b,0.0400468,2.927128,,90,Transit,0.00769114,,0.117763,1.032
Kepler-140 c,0.396968,91.353282,,90,Transit,0.0132614,,0.160585,1.288
Kepler-23 d,0.12048,15.274299,,90,Transit,0.0165098,,0.196271,1.548
Kepler-89 c,0.101317,10.423648,0.43,,,0.0295756,,0.3937,1.52
WASP-95 b,0.0341288,2.184673,0,90,Transit,1.13,3.37308,1.21,1.13
HD 68988 b,0.0692771,6.27711,0.1249,31.4,RV,1.79992,0,,1.10962
Kepler-84 b,0.08295,8.726,,,Transit,0.0172355,,0.203,1.43
HAT-P-26 b,0.0478684,4.234516,0.124,54,Transit,0.0586489,2.66012,0.565,0.788
Kepler-292 f,0.148181,20.834237,,90,Transit,0.0179955,,0.209653,0.826
Kepler-20 e,0.063351,6.098493,0,,Transit,0.00175601,4.38945,0.0773688,0.944
Kepler-296 d,0.143477,19.850242,,90,Transit,0.0172808,,0.203408,0.557
HD 149143 b,0.0530508,4.072,0.016,0,RV,1.32811,0,,1.71219
Kepler-62 d,0.119499,18.16406,0.0948683,108.435,Transit,0,,0.173812,0.64
HD 79498 b,3.13296,1966.1,0.59,221,RV,1.34632,,,1.12815
Kepler-89 e,0.304548,54.32031,0.019,,,0.0409024,,0.5978,1.52
Kepler-298 d,0.355666,77.473633,,90,Transit,0.0196646,,0.223035,0.582
Kepler-269 b,0.0596916,5.326718,,90,Transit,0.019315,,0.220359,0.959
Kepler-248 b,0.0668155,6.308205,,90,Transit,0.0272098,,0.269426,0.831
HD 181433 c,1.75604,962,0.28,21.4,RV,0.640416,0,,1.00831
70 Vir b,0.483601,116.6884,0.4007,358.71,RV,7.46144,0,,1.59775
HD 102365 b,0.463328,122.1,0.34,105,RV,0.0509774,,,0.828702
BD -08 2823 b,0.0558236,5.6,0.15,30,RV,0.045941,,,1.27853
Kepler-160 b,0.0518266,4.309427,,90,Transit,0.0115417,,0.13739,0.884
CoRoT-11 b,0.0440549,2.99433,0,90,Transit,2.34813,3.45836,1.43,1.37
Kepler-369 c,0.118353,14.871572,,90,Transit,0.00960182,,0.125792,0.471
Kepler-142 d,0.235751,41.809118,,90,Transit,0.0161415,,0.192702,1.269
Kepler-398 b,0.0499821,4.081423,,90,Transit,0.00225059,,0.082969,0.613
Kepler-443 b,0.558942,177.6693,0,90,Transit,0.0177875,,0.20787,0.706
Kepler-299 d,0.119323,15.054786,,90,Transit,0.0136944,,0.165938,1.032
GJ 436 b,0.0287188,2.64385,0.16,351,RV,0.0726979,3.10597,0.3767,0.464
Kepler-142 c,0.0553921,4.761702,,90,Transit,0.0245625,,0.255152,1.269
Kepler-181 c,0.0517683,4.302149,,90,Transit,0.014692,,0.177536,0.749
XO-2S b,0.134393,18.157,0.18,331.9,RV,0.259,,,1.02
Kepler-364 b,0.170638,25.745718,,90,Transit,0.011604,,0.138282,1.284
Kepler-173 c,0.0783205,8.005777,,90,Transit,0.0188614,,0.21679,0.949
Kepler-290 b,0.11685,14.589347,,90,Transit,0.0169862,,0.200732,0.743
WASP-37 b,0.0446312,3.577469,0,90,Transit,1.79362,3.51655,1.16,1.003
Kepler-223 c,0.0899174,9.848183,,90,Transit,0.0147725,,0.178428,1.017
HD 6718 b,3.55427,2496,0.1,286,RV,1.5591,,,0.956629
Kepler-224 e,0.137602,18.643577,,90,Transit,0.0145328,,0.175752,0.676
Kepler-322 c,0.0520493,4.337234,,90,Transit,0.0123736,,0.148987,0.89
HD 33636 b,3.26519,2127.7,0.4805,339.5,RV,9.26951,0,,1.03374
Kepler-163 c,0.150603,21.347262,,90,Transit,0.0170837,,0.201624,0.917
HAT-P-40 b,0.060845,4.457243,0,90,Transit,0.6202,2.71142,1.73,2.206
HD 240237 b,1.91887,745.7,0.4,108.1,RV,5.31949,,,
Kepler-169 f,0.38452,87.090195,,90,Transit,0.0206381,,0.230172,0.763
Kepler-283 b,0.0968462,11.008151,,90,Transit,0.0158724,,0.190026,0.566
rho CrB b,0.225692,39.8449,0.057,303,RV,1.06409,0,,1.10084
Kepler-214 b,0.122502,15.660544,,90,Transit,0.0210192,,0.232849,1.352
Kepler-314 b,0.0356743,2.461069,,90,Transit,0.00150361,,0.0740476,0.95
Kepler-188 c,0.0645963,5.996553,,90,Transit,0.0303861,,0.284593,1.141
Kepler-233 b,0.0813349,8.472382,,90,Transit,0.0188614,,0.21679,0.758
Kepler-118 b,0.0751093,7.518496,,90,Transit,0.014454,,0.174859,1.094
Kepler-110 b,0.106481,12.691112,,90,Transit,0.013476,,0.163262,1.149
HD 11977 b,2.063,711,0.4,351.5,RV,7.40012,0,,8.14661
HD 73534 b,3.0184,1770,0.074,12,RV,1.06828,0,,2.90137
Kepler-195 b,0.0802786,8.307872,,90,Transit,0.0150172,,0.181104,0.775
Kepler-50 c,0.0932375,9.3761368,,,Transit,0.0234642,,0.248685,1.88
HD 164604 b,1.30299,606.4,0.24,51,RV,2.6885,,,
Kepler-359 b,0.169831,25.563222,,90,Transit,0.0380002,,0.314926,1.086
Kepler-359 d,0.354508,77.095691,,90,Transit,0.0520795,,0.357748,1.086
Kepler-115 b,0.0351175,2.403679,,90,Transit,0.00396389,,0.0972433,1.205
OGLE-05-071L b,3.54863,3600,,,Microlensing,3.8,,,
OGLE235-MOA53 b,,,,,Microlensing,2.6,,,
HD 37124 c,1.70993,885.5,0.125,53,RV,0.648109,0,,0.772275
HD 217107 c,5.33414,4270,0.517222,198.598,RV,2.61546,0,,1.5
HD 74156 b,0.291535,51.638,0.63,174,RV,1.77342,0,,1.345
Kepler-180 b,0.11269,13.817124,,90,Transit,0.0117855,,0.133821,1.063
HD 103774 b,0.070273,5.8881,0.09,318,RV,0.368054,,,1.43364
Kepler-43 b,0.0449294,3.024095,0,90,Transit,3.23143,3.74763,1.2,1.42
Kepler-76 b,0.0271768,1.545,0,,Transit,1.96,,,1.12
Kepler-310 b,0.113307,13.930698,,90,Transit,0.00538981,,0.106165,0.876
Kepler-222 c,0.0913762,10.08881,,90,Transit,0.0710944,,0.413953,0.869
KELT-6 b,0.0794132,7.8457,0.22,80,Transit,0.43122,2.87764,1.193,1.58
WASP-13 b,0.0537034,4.3530135,0,90,Transit,0.473883,2.77517,1.407,1.574
Kepler-84 c,0.107552,12.883,,,Transit,0.096,,0.215,1.43
HD 13931 b,5.14931,4218,0.02,290,RV,1.88123,0,,1.22417
Kepler-58 d,0.229287,40.101371,,90,Transit,0.0258466,,0.262289,1.127
HAT-P-18 b,0.0559503,5.508023,0.084,120,Transit,0.197205,2.69554,0.995,0.749
Kepler-357 b,0.0679912,6.475434,,90,Transit,0.0135483,,0.164154,0.834
Kepler-406 c,0.0555527,4.62332,0,90,Transit,0.00857506,,0.0758319,1.07
HD 155358 c,1.00082,391.9,0.16,180,RV,0.807031,0,,1.49875
WASP-43 b,0.0142363,0.813475,0,90,Transit,1.77609,3.70937,0.93,0.598
Kepler-159 c,0.242421,43.595792,,90,Transit,0.0351084,,0.30422,0.663
Kepler-39 b,0.155007,21.0874,0.121,98.9,Transit,18.1805,4.48881,1.22,1.39
14 And b,0.823151,185.84,0,0,RV,4.68383,0,,11.38
Kepler-215 b,0.086925,9.360672,,90,Transit,0.0120479,,0.144527,1.027
Kepler-294 b,0.0468277,3.701212,,90,Transit,0.0130508,,0.157909,0.976
WASP-88 b,0.0643804,4.954,0,90,Transit,0.563545,2.68955,1.7,2.08
Kepler-29 b,0.0928723,10.3376,0,90,Transit,0.0397121,,0.320884,0.96
Kepler-24 b,0.0800144,8.14561,0,90,Transit,0.0185071,,0.213923,1.07
Kepler-306 b,0.0544926,4.646186,,90,Transit,0.0123086,,0.135605,0.719
Kepler-83 b,0.0778725,9.77,,,Transit,0.0240196,,0.252,0.61
81 Cet b,2.28088,952.7,0.206,175,RV,4.31096,0,,15.7275
CoRoT-3 b,0.0573788,4.2568,0,90,Transit,21.8549,4.73019,1.01,1.56
Kepler-377 b,0.105463,12.509529,,90,Transit,0.00915403,,0.124008,1.224
Kepler-126 d,0.422434,100.283134,,90,Transit,0.0196646,,0.223035,1.358
HAT-P-38 b,0.0522992,4.640382,0.067,240,Transit,0.267569,2.9912,0.825,0.923
Kepler-18 d,0.117171,14.85888,0.000521567,278.379,Transit,0.0516,2.93962,0.622714,1.108
Kepler-380 b,0.0487448,3.930821,,90,Transit,0.00538981,,0.106165,1.224
Kepler-132 d,0.134468,18.010199,,90,Transit,0.011604,,0.138282,1.178
Kepler-228 b,0.0366865,2.566546,,90,Transit,0.0125754,,0.136497,1.014
mu Ara e,0.93961,310.54999,0.0666,189.6,RV,0.543322,0,,1.25035
Kepler-97 b,0.036125,2.58664,0,90,Transit,0.0106941,,0.132037,0.98
WASP-96 b,0.0453489,3.4252602,0,90,Transit,0.48,2.91849,1.2,1.05
Kepler-139 b,0.123078,15.771044,,90,Transit,0.0258466,,0.262289,1.3
Kepler-375 b,0.103296,12.125934,,90,Transit,0.010538,,0.12936,0.837
HD 136118 b,2.33328,1187.3,0.338,319.9,RV,11.6809,0,,1.75082
Kepler-182 b,0.0897811,9.825792,,90,Transit,0.0206381,,0.230172,1.146
HD 6434 b,0.142061,21.997999,0.17,156,RV,0.397195,0,,0.80278
HD 5319 b,1.6698,641,0.02,97,RV,1.76545,0,,3.85
Kepler-306 e,0.247015,44.840975,,90,Transit,0.0171819,,0.202516,0.719
Kepler-253 b,0.0475233,3.783986,,90,Transit,0.0121124,,0.145419,0.786
Kepler-259 b,0.0790333,8.115317,,90,Transit,0.0236491,,0.249799,0.898
HD 231701 b,0.555583,141.60001,0.1,46,RV,1.08667,0,,1.24116
PH-2 b,0.825444,282.5255,0.41,3.43775,Transit,0.488198,,0.902041,1
CoRoT-18 b,0.0295483,1.9000693,0.04,,Transit,3.48652,3.70738,1.31,1
Kepler-203 d,0.0987232,11.32972,,90,Transit,0.0102988,,0.128468,1.114
HD 75898 b,1.18906,418.20001,0.1,263.7,RV,2.51504,0,,1.54576
