NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
KOI 5786.01,0.1951,30.11468443,0,,,1,,5.116433097,1.031
KOI 5787.01,0.3219,69.775633,0,,,0.005801589,,0.106164872,0.983
KOI 5408.01,1.0584,415.748785,0,,,0.03286523,,0.289053936,1.534
KOI 5409.01,0.2069,36.1827669,0,,,1,,5.877430034,1.321
KOI 5410.01,0.1678,24.1529669,0,,,0.004412023,,0.098135596,1.095
KOI 5411.01,0.1133,11.173269,0,,,0.011620834,,0.13560555,1.752
KOI 5412.01,1.1594,472.2266389,0,,,1,,4.291201953,0.848
KOI 5413.01,1.0315,428.379308,0,,,0.015125076,,0.178428356,0.953
KOI 5541.01,0.9485,339.633833,0,,,0.015470226,,0.181996923,0.901
KOI 5663.01,0.5354,140.884708,0,,,0.006144574,,0.107949155,0.958
KOI 5665.01,0.4515,100.494129,0,,,0.008477835,,0.118654856,1.75
KOI 5666.01,0.6199,182.453195,0,,,0.007058564,,0.112409864,0.927
KOI 5790.01,0.5868,178.26391,0,,,0.034680787,,0.29619107,0.777
KOI 5792.01,0.6304,215.737102,0,,,0.442700951,,0.863593241,0.724
KOI 5795.01,,19.11280242,,,,,,,
KOI 5416.01,0.2956,76.378033,0,,,0.165350443,,0.645910647,0.586
KOI 5417.01,0.2948,55.2490054,0,,,1,,5.384075631,1.012
KOI 5418.01,0.113,14.267379,0,,,0.007849274,,0.115978431,0.837
KOI 5543.01,0.1116,7.41502841,0,,,1,,4.595422299,18.266
KOI 5545.01,1.2468,541.04472,0,,,0.004136256,,0.096351312,0.802
KOI 5546.01,1.3412,514.271499,0,,,0.028190046,,0.268534675,1.137
KOI 5671.01,0.6442,190.905243,0,,,0.013031382,,0.154340528,1.131
KOI 5672.01,0.0905,11.0155857,0,,,1,,34.9228899,1.678
KOI 5677.01,0.1372,20.5140939,0,,,0.00169121,,0.074939909,0.75
KOI 5796.01,1.2566,495.86072,0,,,0.017989941,,0.205192609,0.998
KOI 5797.01,0.0338,2.037453464,0,,,1,,12.36776147,2.056
KOI 5798.01,0.8575,318.25858,0,,,0.015382979,,0.181104781,0.759
KOI 5799.01,0.6441,184.883155,0,,,0.02488663,,0.251583981,1.621
KOI 5800.01,0.0988,11.0068817,0,,,0.009137375,,0.121331282,1.047
KOI 5801.01,0.6209,177.37583,0,,,0.014789883,,0.174859789,0.919
KOI 5802.01,0.2136,35.1642451,0,,,1,,77.18096951,2.087
KOI 5423.01,1.0404,366.55705,0,,,0.022032747,,0.234633288,1.1
KOI 5426.01,0.4722,124.885607,0,,,0.013102581,,0.155232669,1.234
KOI 5552.01,0.815,295.958074,0,,,0.048867767,,0.341690301,1.769
KOI 5553.01,0.4403,120.939411,0,,,0.021484309,,0.231064721,0.843
KOI 5554.01,0.952,362.22202,0,,,0.002719077,,0.085645611,1.277
KOI 5556.01,1.3923,631.99116,0,,,0.013992273,,0.165938371,1.006
KOI 5680.01,1.2277,557.92882,0,,,0.027454643,,0.264966108,1.844
KOI 5682.01,0.2391,46.969389,0,,,0.179782164,,0.664645625,1.717
KOI 5683.01,0.0105,0.512581563,0,,,1,,3.827288228,0.604
KOI 5684.01,0.9381,206.801125,0,,,1,,2.171473088,8.611
KOI 5685.01,0.1113,14.0019064,0,,,1,,1.602286633,6.502
KOI 5804.01,0.0248,1.427977594,0,,,1,,1.411368293,0.919
KOI 5806.01,0.8983,313.82752,0,,,0.007058564,,0.112409864,0.973
KOI 5807.01,,236.0979985,,,,,,,
KOI 5810.01,1.0822,425.593391,0,,,0.017464874,,0.2007319,1.441
KOI 5433.01,0.7797,237.819766,0,,,0.024250207,,0.248015414,1.11
KOI 5435.01,0.1178,15.9960911,0,,,0.013102581,,0.155232669,0.78
KOI 5436.01,0.1772,28.29720898,0,,,1,,5.322517848,1.256
KOI 5563.01,0.083,7.6218969,0,,,0.074280214,,0.413953785,3.162
KOI 5564.01,0.0568,3.479507187,0,,,1,,53.19395352,16.215
KOI 5566.01,0.0222,0.9886513,0,,,0.031781639,,0.284593227,2.773
KOI 5688.01,0.1088,14.5555333,0,,,0.016861507,,0.195379049,0.735
KOI 5689.01,0.427,114.12716,0,,,0.023939314,,0.246231131,0.823
KOI 5692.01,0.0307,2.64179608,0,,,0.00024259,,0.042822805,0.542
KOI 5829.01,1.3575,583.8531,0,,,0.014872775,,0.17575193,0.86
KOI 5830.01,0.4336,72.782432,0,,,1,,0.99830665,7.317
KOI 5831.01,0.0785,10.5522337,0,,,0.013992273,,0.165938371,0.584
KOI 5833.01,1.1207,440.160997,0,,,0.033760238,,0.292622503,0.987
KOI 5834.01,0.231,37.537952,0,,,0.013915475,,0.165046229,1.072
KOI 5835.01,1.1933,474.96952,0,,,0.019576203,,0.217682594,0.962
KOI 5440.01,0.3483,74.624269,0,,,0.014384153,,0.17039908,0.937
KOI 5445.01,0.0697,7.1090653,0,,,0.002160282,,0.08029276,0.815
KOI 5567.01,1.03,397.395705,0,,,1,,4.102960038,0.949
KOI 5568.01,0.6407,186.404271,0,,,0.003872052,,0.094567028,0.921
KOI 5570.01,1.2963,574.65297,0,,,0.017777418,,0.203408325,0.821
KOI 5572.01,0.1482,21.9578446,0,,,0.001301891,,0.069587059,0.802
KOI 5574.01,0.856,373.41509,0,,,0.020952994,,0.227496153,0.612
KOI 5694.01,0.4253,107.904526,0,,,0.007058564,,0.112409864,0.802
KOI 5695.01,0.0938,11.03570797,0,,,1,,6.197708932,1.23
KOI 5696.01,0.2141,42.093339,0,,,0.020187066,,0.222143303,0.763
KOI 5812.01,0.0399,3.1318392,0,,,0.011493518,,0.133821267,1.159
KOI 5814.01,0.1713,25.28523292,0,,,1,,7.693830694,1.486
KOI 5815.01,0.6816,207.767894,0,,,0.039683773,,0.314033906,1.849
KOI 5816.01,0.485,82.508054,0,,,1,,1.252567056,7.733
KOI 5817.01,0.4658,113.083949,0,,,0.009364182,,0.122223424,1.271
KOI 5819.01,0.9548,381.37504,0,,,0.00668317,,0.11062558,0.729
KOI 5451.01,1.3401,529.39169,0,,,0.066582274,,0.392542382,2.504
KOI 5454.01,1.1218,509.997402,0,,,0.021894005,,0.233741146,0.756
KOI 5577.01,1.2514,495.51899,0,,,0.026917392,,0.262289683,1.634
KOI 5578.01,1.1326,388.048463,0,,,0.028004129,,0.267642533,2.46
KOI 5579.01,0.188,34.0269868,0,,,0.011943753,,0.140066259,0.801
KOI 5581.01,1.0525,374.876239,0,,,0.083809687,,0.438933755,1.354
KOI 5582.01,0.0638,5.2362936,0,,,0.995528914,,0.915337464,1.646
KOI 5702.01,1.2745,511.882,0,,,0.021084244,,0.228388295,1.007
KOI 5704.01,0.3774,96.16705,0,,,0.005153397,,0.102596304,0.716
KOI 5706.01,1.1546,425.47785,0,,,0.03242715,,0.287269653,1.022
KOI 5707.01,0.7266,208.800733,0,,,0.025878774,,0.256936832,1.168
KOI 5708.01,0.0808,7.863363755,0,,,1,,2.841471563,1.954
KOI 5822.01,0.1296,17.634272,0,,,0.012750682,,0.15077196,1.979
KOI 5825.01,0.6345,208.047137,0,,,0.015558127,,0.182889065,1.2
KOI 5826.01,0.1661,30.561533,0,,,0.011684873,,0.136497692,0.664
KOI 5827.01,0.0596,6.10960324,0,,,0.00169121,,0.074939909,1.009
KOI 5458.01,0.2701,56.6468656,0,,,0.014625869,,0.173075505,0.785
KOI 5459.01,0.292,53.5536852,0,,,0.016099658,,0.188241915,1.552
KOI 5461.01,0.6497,119.079642,0,,,1,,1.596041641,8.984
KOI 5583.01,0.1302,20.5858591,0,,,0.00805538,,0.116870573,0.753
KOI 5585.01,0.4691,113.573945,0,,,0.037854874,,0.307788913,2.233
KOI 5711.01,0.3593,78.4285969,0,,,1,,4.970121846,1
KOI 5712.01,0.8109,287.75613,0,,,0.036600463,,0.303328205,0.781
KOI 5713.01,0.0352,2.506027,0,,,1,,4.545462359,1.296
KOI 5837.01,,280.9207069,,,,,,,
KOI 5839.01,0.6368,169.415073,0,,,0.018205865,,0.206976893,1.378
KOI 5842.01,0.3018,57.7746338,0,,,0.013915475,,0.165046229,1.083
KOI 5463.01,0.0224,1.20609184,0,,,1,,5.861371482,1.355
KOI 5466.01,0.0511,4.09513932,0,,,0.009828326,,0.124007707,0.963
KOI 5591.01,0.9541,317.009388,0,,,0.055561569,,0.359533137,2.27
KOI 5592.01,1.2182,482.51701,0,,,0.017989941,,0.205192609,0.96
KOI 5597.01,0.0744,7.77715263,0,,,0.004412023,,0.098135596,1.134
KOI 5717.01,0.0215,1.33263023,0,,,0.052580943,,0.351503861,0.76
KOI 5718.01,0.744,233.64574,0,,,0.093931876,,0.463913725,1
KOI 5719.01,0.1825,27.28467,0,,,0.018205865,,0.206976893,1.126
KOI 5722.01,0.1841,28.50788149,0,,,1,,2.178610222,0.945
KOI 5344.01,1.2938,445.351255,0,,,0.043605864,,0.326523891,1.755
KOI 5346.01,0.1763,21.1273429,0,,,1,,1.82621422,30.882
KOI 5351.01,0.206,35.88227274,0,,,1,,3.173348305,0.827
KOI 5471.01,0.0812,8.780603515,0,,,1,,2.911058622,0.832
KOI 5472.01,0.4608,97.5137491,0,,,0.096555268,,0.470158717,3.18
KOI 5475.01,1.0846,448.303558,0,,,0.012544244,,0.148095535,0.812
KOI 5476.01,0.5516,148.168437,0,,,0.016666598,,0.193594766,0.932
KOI 5478.01,0.9771,351.2879001,0,,,1,,3.618527052,0.914
KOI 5600.01,0.2602,51.510703,0,,,0.033534111,,0.291730361,1.907
KOI 5602.01,1.0699,403.162285,0,,,0.021084244,,0.228388295,0.921
KOI 5603.01,1.0293,341.557931,0,,,0.138927225,,0.607548551,3.098
KOI 5604.01,1.2893,476.91977,0,,,0.020187066,,0.222143303,1.725
KOI 5605.01,0.0876,9.0158684,0,,,0.198337706,,0.604872126,1.735
KOI 5727.01,0.2894,65.3558881,0,,,0.021756357,,0.232849004,0.764
KOI 5732.01,0.217,39.40141,0,,,0.011813753,,0.138281976,0.794
KOI 5353.01,0.019,0.812592543,0,,,1,,1.747705743,1.554
KOI 5358.01,0.5029,126.586058,0,,,0.011749177,,0.137389834,1.249
KOI 5359.01,0.0313,2.7200197,0,,,0.011684873,,0.136497692,0.527
KOI 5479.01,0.1354,18.347081,0,,,0.111446365,,0.504060105,1.702
KOI 5480.01,0.2891,57.140035,0,,,0.116793172,,0.515657948,1.46
KOI 5483.01,0.1282,17.9463221,0,,,1,,5.948801376,1.722
KOI 5485.01,0.1014,9.358898,0,,,1,,1.815508518,4.521
KOI 5486.01,0.0567,4.15471847,0,,,0.377955804,,0.7324484,1.65
KOI 5606.01,0.1507,23.81488303,0,,,1,,170.6337129,1.89
KOI 5608.01,0.4009,87.565484,0,,,0.016192339,,0.189134057,1.069
KOI 5612.01,0.9524,353.65927,0,,,0.021349894,,0.230172579,0.82
KOI 5613.01,0.9687,346.4174,0,,,0.019221221,,0.215006169,0.946
KOI 5733.01,0.0279,1.16683439,0,,,1,,49.2792354,2.123
KOI 5736.01,0.5655,161.651341,0,,,0.008694217,,0.119546998,0.838
KOI 5737.01,1.0124,376.24253,0,,,0.008264895,,0.117762715,0.96
KOI 5740.01,0.1548,21.7997515,0,,,0.003260699,,0.09010632,0.964
KOI 5360.01,0.2843,54.595746,0,,,0.015125076,,0.178428356,1.699
KOI 5487.01,0.2713,48.8130123,0,,,0.027095129,,0.263181825,1.11
KOI 5488.01,0.8056,280.1605704,0,,,1,,59.99385815,0.797
KOI 5493.01,0.0765,6.993476792,0,,,1,,4.79169349,1.444
KOI 5744.01,0.1852,30.69533194,0,,,1,,5.132491649,1.061
KOI 5745.01,0.0933,11.37444297,0,,,1,,1.796773541,0.808
KOI 5747.01,1.1846,411.447056,0,,,0.025542977,,0.255152549,1.672
KOI 5748.01,0.1749,29.9373498,0,,,0.00668317,,0.11062558,0.871
KOI 5369.01,1.8916,651.358046,0,,,1,,1.300742712,6.261
KOI 5372.01,0.7026,212.60398,0,,,0.01240845,,0.146311252,1.207
KOI 5373.01,0.3046,50.550788,0,,,0.086641172,,0.446070889,3.859
KOI 5375.01,0.7937,285.377655,0,,,0.104723385,,0.547775052,2.756
KOI 5497.01,0.4308,93.359737,0,,,0.003744218,,0.093674887,1.673
KOI 5499.01,0.4192,122.58481,0,,,0.005801589,,0.106164872,0.669
KOI 5500.01,0.3805,84.934357,0,,,0.012140985,,0.142742684,1.395
KOI 5622.01,1.1123,469.63111,0,,,0.033760238,,0.292622503,0.775
KOI 5623.01,1.4027,583.75653,0,,,0.015125076,,0.178428356,1.118
KOI 5625.01,0.4142,116.451879,0,,,0.031358949,,0.282808944,0.736
KOI 5626.01,1.1541,397.499229,0,,,0.125786513,,0.586137148,1.231
KOI 5628.01,0.151,24.9092714,0,,,0.00668317,,0.11062558,0.694
KOI 5629.01,0.6782,192.138741,0,,,0.01454473,,0.172183363,1.569
KOI 5749.01,0.7622,281.95332,0,,,0.018097474,,0.206084751,0.692
KOI 5752.01,0.0234,1.391714994,0,,,1,,3.182269722,59.684
KOI 5753.01,0.3065,70.51623323,0,,,1,,5.045061755,0.789
KOI 5379.01,1.4248,520.655224,0,,,0.189281282,,0.676243468,4.313
KOI 5380.01,1.0371,369.93355,0,,,0.03286523,,0.289053936,1.024
KOI 5382.01,0.0451,2.456494241,0,,,1,,2.241060147,13.477
KOI 5506.01,1.4993,641.60204,0,,,0.012207355,,0.143634826,1.031
KOI 5508.01,0.1419,22.57197447,0,,,1,,4.442866055,0.871
KOI 5509.01,0.1793,28.406342,0,,,0.010306604,,0.125791991,0.936
KOI 5632.01,0.9075,264.4655369,0,,,0.066894375,,0.393434524,2.04
KOI 5633.01,0.6438,151.77884,0,,,0.065033028,,0.388081673,3.134
KOI 5758.01,0.41,102.493119,0,,,0.023035182,,0.24087828,0.791
KOI 5761.01,0.067,6.13293722,0,,,0.001994459,,0.078508476,1.149
KOI 5762.01,0.1016,12.6306692,0,,,0.008914059,,0.12043914,0.798
KOI 5384.01,0.0794,7.9544727,0,,,0.720722109,,0.859132532,1.196
KOI 5387.01,0.7267,297.78282,0,,,0.005471258,,0.104380588,0.59
KOI 5388.01,0.5691,137.396511,0,,,0.026219735,,0.258721116,2.655
KOI 5390.01,0.412,104.198102,0,,,0.091345652,,0.457668732,2.024
KOI 5511.01,0.3555,74.833577,0,,,0.012681493,,0.149879819,1.807
KOI 5512.01,0.1656,25.7557728,0,,,0.060201456,,0.373807405,0.821
KOI 5514.01,0.4737,102.100752,0,,,0.022032747,,0.234633288,1.83
KOI 5515.01,0.0651,6.263491341,0,,,0.16619575,,0.57186288,1.194
KOI 5517.01,1.1236,335.43143,0,,,0.157574672,,0.635204946,4.721
KOI 5638.01,0.9025,290.02002,0,,,0.011878609,,0.139174117,1.148
KOI 5639.01,0.8635,279.21957,0,,,0.083809687,,0.438933755,2.604
KOI 5640.01,1.0528,348.665961,0,,,0.42012013,,0.85288754,4.89
KOI 5642.01,0.777,222.28056,0,,,0.021084244,,0.228388295,1.531
KOI 5645.01,,580.8532679,,,,,,,
KOI 5769.01,0.0697,7.58054567,0,,,0.000725488,,0.058881357,0.721
KOI 5393.01,0.8927,248.421771,0,,,1,,1.687932244,6.428
KOI 5398.01,1.3184,551.22396,0,,,0.016007683,,0.187349773,0.887
KOI 5520.01,0.6615,199.4424134,0,,,1,,5.005807517,1.17
KOI 5521.01,0.1953,31.59118744,0,,,1,,1.090197253,2.295
KOI 5899.01,0.2918,58.669218,0,,,0.007447214,,0.114194148,0.986
KOI 5901.01,0.3222,61.610418,0,,,0.004554309,,0.099027737,1.328
KOI 5902.01,0.5487,150.728285,0,,,0.007251222,,0.113302006,0.871
KOI 5906.01,0.1657,22.57560933,0,,,1,,18.02661677,1.326
KOI 5909.01,0.0666,7.0799969,0,,,0.011943753,,0.140066259,0.806
KOI 5911.01,1.0151,357.41382,0,,,0.028190046,,0.268534675,1.076
KOI 5913.01,0.3819,89.366114,0,,,0.014872775,,0.17575193,0.875
KOI 5917.01,0.2335,41.9936864,0,,,0.011620834,,0.13560555,0.915
KOI 5918.01,0.3885,94.67782,0,,,0.011564805,,0.1302527,0.866
KOI 5919.01,0.9206,290.196585,0,,,0.022313539,,0.236417571,1.488
KOI 5924.01,0.7716,291.306507,0,,,0.020187066,,0.222143303,0.748
KOI 5925.01,0.4073,93.006,0,,,0.014872775,,0.17575193,1.742
KOI 5929.01,1.1654,466.003777,0,,,0.094677622,,0.465698008,0.876
KOI 5932.01,0.9392,355.85816,0,,,0.044493724,,0.329200316,0.799
KOI 5935.01,,416.8789312,,,,,,,
KOI 5936.01,,48.38798413,,,,,,,
KOI 5938.01,1.3395,545.205601,0,,,0.012544244,,0.148095535,1.155
KOI 5939.01,0.4566,105.053389,0,,,0.011620834,,0.13560555,1.13
KOI 5941.01,0.2219,44.7060191,0,,,1,,5.394781332,0.811
KOI 5943.01,0.1758,27.2020198,0,,,0.009364182,,0.122223424,1
KOI 5944.01,0.3106,64.71315981,0,,,1,,5.781078722,0.974
KOI 5948.01,0.9961,398.51312,0,,,0.006500393,,0.109733439,0.759
KOI 5949.01,1.3356,559.785594,0,,,0.014147424,,0.167722654,1.111
KOI 5950.01,0.419,109.43946,0,,,0.003146633,,0.089214178,0.741
KOI 5952.01,0.5707,164.507439,0,,,0.016474694,,0.191810482,1.02
KOI 5953.01,1.0076,370.84786,0,,,0.055561569,,0.359533137,0.886
KOI 5954.01,0.3464,73.908995,0,,,0.002522204,,0.083861327,0.918
KOI 5959.01,0.7757,251.48808,0,,,0.013102581,,0.155232669,0.902
KOI 5960.01,0.1877,32.4185265,0,,,0.012274051,,0.144526968,1.441
KOI 5961.01,0.1126,19.1597617,0,,,1,,1.465788941,0.516
KOI 5964.01,0.2044,32.0335206,0,,,0.002160282,,0.08029276,1.005
KOI 5965.01,0.222,43.3976505,0,,,0.013915475,,0.165046229,0.723
KOI 5966.01,,478.7918502,,,,,,,
KOI 5849.01,0.1495,21.512259,0,,,0.004847813,,0.100812021,0.997
KOI 5850.01,0.8778,303.226376,0,,,0.043605864,,0.326523891,0.955
KOI 5968.01,0.4443,97.942437,0,,,0.017883258,,0.204300467,2.284
KOI 5971.01,0.9988,493.30572,0,,,0.004136256,,0.096351312,0.548
KOI 5852.01,0.7645,235.413973,0,,,0.031995272,,0.285485369,1.001
KOI 5854.01,0.7621,240.571886,0,,,0.026740992,,0.261397541,0.943
KOI 5855.01,0.6942,217.792092,0,,,0.034448229,,0.295298929,0.848
KOI 5856.01,0.7307,259.33683,0,,,0.012820258,,0.151664102,0.85
KOI 5974.01,0.0477,4.76818366,0,,,0.000362723,,0.048175656,0.649
KOI 5976.01,0.0435,2.709570556,0,,,1,,19.4174658,5.208
KOI 5863.01,0.0796,8.67237968,0,,,0.001915167,,0.077616335,0.882
KOI 5868.01,0.1651,22.7783121,0,,,0.014225792,,0.168614796,1.477
KOI 5869.01,0.405,114.406187,0,,,0.019338605,,0.21589831,0.691
KOI 5875.01,0.0934,9.878482,0,,,0.02031219,,0.223035445,1.145
KOI 5877.01,0.692,230.358183,0,,,0.025710234,,0.25604469,0.884
KOI 5885.01,0.462,111.149082,0,,,0.014069587,,0.166830513,0.948
KOI 5888.01,0.6244,190.860818,0,,,0.013839186,,0.164154087,0.803
KOI 5892.01,0.2137,37.959659,0,,,0.010306604,,0.125791991,0.827
KOI 5895.01,0.0968,11.8309193,0,,,0.005471258,,0.104380588,0.958
KOI 6178.02,0.2095,33.814176,0,,,0.012363026,,0.132929125,0.996
KOI 6179.01,0.1306,16.2959751,0,,,0.017883258,,0.204300467,1.012
KOI 6180.01,,28.201998,,,,,,,
KOI 6181.01,0.1529,24.0763833,0,,,1,,5.012944651,11.732
KOI 6182.01,0.1283,19.2401414,0,,,0.012363026,,0.132929125,0.821
KOI 1608.03,0.7319,232.058029,0,,,0.015210412,,0.179320497,1.081
KOI 6182.02,0.1674,28.684308,0,,,0.008914059,,0.12043914,0.821
KOI 492.02,0.8106,265.29617,0,,,0.027819595,,0.266750392,1.218
KOI 3410.02,0.3064,61.569462,0,,,0.012274051,,0.144526968,0.917
KOI 3440.02,0.2865,58.940262,0,,,0.029530812,,0.274779668,0.83
KOI 3444.04,0.0967,14.15020327,0,,,0.001553051,,0.073155626,0.598
KOI 3456.02,1.1989,486.12702,0,,,0.005634853,,0.10527273,1.062
KOI 3503.02,0.1911,31.8245304,0,,,0.001423394,,0.071371342,0.847
KOI 3504.02,,140.2440875,,,,,,,
KOI 4647.02,0.1041,12.0086886,0,,,0.013318756,,0.157909095,1.964
KOI 4657.02,0.0886,10.43149238,0,,,0.000521316,,0.053528507,0.773
KOI 4895.02,0.2494,47.5571352,0,,,0.013915475,,0.165046229,0.958
KOI 1015.03,0.1372,16.9974474,0,,,0.0143047,,0.169506938,1.168
KOI 6183.01,0.0517,4.326946402,0,,,1,,9.701149695,1.501
KOI 6186.01,0.0531,5.34264507,0,,,0.0129606,,0.153448386,0.667
KOI 6188.01,0.0255,1.645306652,0,,,0.021756357,,0.232849004,0.759
KOI 6189.01,0.0334,2.179925173,0,,,1,,5.472397667,0.966
KOI 3878.02,0.1158,15.3573379,0,,,1,,712.2681528,1.002
KOI 3954.02,0.0599,5.71668872,0,,,0.014707584,,0.173967647,0.883
KOI 520.04,0.2534,51.16579,0,,,0.011749177,,0.137389834,0.877
KOI 4009.02,0.3693,77.79068,0,,,0.0133917,,0.158801237,1.1
KOI 600.02,0.8824,294.055263,0,,,0.024565958,,0.249799698,1.011
KOI 6101.01,0.1287,17.73402211,0,,,1,,5.49916192,0.963
KOI 1053.02,0.2437,46.245179,0,,,0.013031382,,0.154340528,0.827
KOI 6191.01,0.0917,9.7044192,0,,,0.006144574,,0.107949155,1.031
KOI 1616.02,0.2186,34.775371,0,,,0.000764479,,0.059773499,1.047
KOI 6191.02,0.1101,12.7712843,0,,,0.006500393,,0.109733439,1.031
KOI 6194.01,0.2995,42.296632,0,,,0.357825889,,0.818986152,7.056
KOI 6195.01,0.0205,1.444474883,0,,,0.0133917,,0.158801237,0.559
KOI 4032.03,0.0616,5.99273738,0,,,0.003496951,,0.091890603,1.19
KOI 4032.04,0.0553,5.10115756,0,,,0.002522204,,0.083861327,1.19
KOI 4034.02,0.113,11.6089854,0,,,1,,1320.815902,1.397
KOI 4103.02,0.1029,14.2372486,0,,,0.002522204,,0.083861327,0.677
KOI 521.02,0.0958,10.8204488,0,,,0.007646558,,0.115086289,1.06
KOI 5993.01,0.0495,4.264729016,0,,,1,,2.460527024,1.417
KOI 649.02,0.0975,10.2093773,0,,,0.002076149,,0.079400618,1.432
KOI 6102.01,0.3102,54.2916336,0,,,0.012612683,,0.148987677,1.565
KOI 6103.01,1.1712,453.543999,0,,,0.04509517,,0.3309846,1.179
KOI 6103.02,0.4902,122.8056263,0,,,0.015040364,,0.177536214,1.179
KOI 6104.01,0.1189,16.2483414,0,,,0.01637985,,0.190918341,0.923
KOI 6202.01,,47.25643291,,,,,,,
KOI 4192.02,0.1943,32.0272064,0,,,0.004847813,,0.100812021,0.852
KOI 4246.02,0.0845,8.7562403,0,,,0.012009192,,0.140958401,1.235
KOI 4287.02,0.0939,9.6184,0,,,0.0011882,,0.067802775,1.517
KOI 4385.02,1.0144,386.370548,0,,,0.030942307,,0.28102466,0.828
KOI 4385.03,0.1283,17.3693373,0,,,0.012820258,,0.151664102,0.828
KOI 4435.02,0.1369,17.8693759,0,,,0.001487182,,0.072263484,1.013
KOI 4541.02,0.1288,17.2360532,0,,,0.012750682,,0.15077196,0.931
KOI 6108.01,1.1294,485.92297,0,,,0.004002722,,0.09545917,0.957
KOI 6109.01,0.182,22.91344696,0,,,1,,14.59454735,2.641
KOI 1082.04,0.0851,9.6550435,0,,,0.011749177,,0.137389834,0.793
KOI 6111.01,0.8976,228.65412,0,,,0.042734991,,0.323847465,2.674
KOI 6112.01,0.0327,2.243015793,0,,,1,,8.194322232,1.444
KOI 6209.01,0.1074,12.71422376,0,,,0.020187066,,0.222143303,0.962
KOI 1839.02,0.3412,80.4112953,0,,,0.064418584,,0.38629739,1.673
KOI 6115.01,,168.6693478,,,,,,,
KOI 6118.02,0.0609,4.66185924,0,,,0.005310781,,0.103488446,1.619
KOI 6120.01,0.3994,90.096729,0,,,0.013102581,,0.155232669,0.991
KOI 6209.02,0.0771,7.72955243,0,,,0.015558127,,0.182889065,0.962
KOI 6210.01,,51.85656556,,,,,,,
KOI 3283.03,0.3558,87.707513,0,,,0.0129606,,0.153448386,0.721
KOI 3741.03,0.0593,5.11177904,0,,,0.017464874,,0.2007319,1.345
KOI 3741.04,0.0905,9.630953,0,,,0.034914972,,0.297083212,1.345
KOI 4913.02,0.0917,8.97374036,0,,,0.011943753,,0.140066259,1.48
KOI 6019.01,0.1564,19.74161587,0,,,1,,7.99269819,1.618
KOI 6120.02,0.6918,205.41415,0,,,0.012612683,,0.148987677,0.991
KOI 6121.01,0.0233,1.237147433,0,,,1,,6.735670425,1.024
KOI 6216.02,,46.07931317,,,,,,,
KOI 1860.04,0.1667,24.8435099,0,,,0.01182725,,0.131144841,1.075
KOI 6217.01,0.0626,7.7017812,0,,,0.000651903,,0.057097074,0.543
KOI 6219.01,0.1591,21.02546116,0,,,1,,9.406742908,1.855
KOI 4567.02,0.0549,4.6725405,0,,,1,,151.1876986,0.987
KOI 6028.01,0.2319,37.80694086,0,,,1,,7.288798327,1.156
KOI 1310.02,0.5487,144.678395,0,,,0.017672412,,0.202516184,0.97
KOI 6130.01,0.0212,1.542879534,0,,,0.005471258,,0.104380588,0.539
KOI 6132.01,0.2238,33.3199167,0,,,1,,1.168705729,1.63
KOI 6132.02,0.0834,7.5844126,0,,,0.105042521,,0.489785836,1.63
KOI 6223.01,0.0435,3.103728994,0,,,1,,7.035430062,1.122
KOI 6224.01,,91.20573037,,,,,,,
KOI 1996.02,0.0595,7.07399255,0,,,0.002246906,,0.081184902,0.561
KOI 750.03,0.0946,14.5168147,0,,,0.001763588,,0.075832051,0.527
KOI 3283.02,0.1353,20.5719613,0,,,0.011878609,,0.139174117,0.721
KOI 6034.01,0.0588,5.233452463,0,,,1,,6.352941602,0.977
KOI 6036.01,0.0462,3.518356029,0,,,1,,5.974673488,0.989
KOI 6132.03,0.1124,11.8674823,0,,,0.052580943,,0.351503861,1.63
KOI 6137.01,0.1075,12.49710028,0,,,0.010551077,,0.126684132,1.021
KOI 6137.02,0.0757,7.38458326,0,,,0.006500393,,0.109733439,1.021
KOI 6228.01,0.142,21.0907758,0,,,0.01353896,,0.16058552,0.821
KOI 6230.01,0.0273,1.927175172,0,,,1,,2.647876797,0.774
KOI 6233.01,0.1285,16.1779561,0,,,0.014225792,,0.168614796,1.069
KOI 6235.01,0.0318,2.053866648,0,,,1,,15.1530281,4.089
KOI 2311.03,0.4425,104.3518976,0,,,0.011050751,,0.128468416,0.943
KOI 2433.06,0.0671,6.06330298,0,,,0.01240845,,0.146311252,1.153
KOI 2433.07,0.3943,86.432217,0,,,0.019696433,,0.218574736,1.153
KOI 2533.03,0.1891,26.1152887,0,,,0.018874641,,0.212329743,2.912
KOI 2768.03,0.1001,11.833458,0,,,0.009828326,,0.124007707,0.857
KOI 841.04,0.8116,269.294246,0,,,0.033534111,,0.291730361,0.863
KOI 6141.01,0.5007,96.509214,0,,,1,,76.75095717,2.955
KOI 2012.02,0.613,180.92477,0,,,0.017362327,,0.199839758,0.847
KOI 6236.02,0.0237,1.27623492,0,,,0.012140985,,0.142742684,1.031
KOI 6238.01,,197.0543157,,,,,,,
KOI 6239.01,1.0581,406.496216,0,,,0.013318756,,0.157909095,0.884
KOI 6047.01,0.1012,8.752913498,0,,,1,,8.262125007,2.624
KOI 6145.01,0.1473,19.672266,0,,,0.051887196,,0.349719577,1.485
